econ_id,region_id,year,gdp_per_capita,median_household_income,petrol_price,electricity_price,employment_rate,vehicle_ownership_rate,affordability_index,energy_cost_advantage
E001893,RG0158,2027,658247,1022701,111.85,7.22,93.1,0.63,38.8,15.49
E001894,RG0158,2028,696738,1111319,111.06,8.63,93.1,0.64,39.9,12.87
E001895,RG0158,2029,732708,1232790,117.64,8.63,93.1,0.66,42.1,13.63
E001896,RG0158,2030,796677,1313734,114.93,8.04,93.8,0.69,41.2,14.29
E001897,RG0159,2019,365746,556299,74.02,6.51,92.4,0.47,38.0,11.37
E001898,RG0159,2020,389568,581718,68.81,6.93,92.6,0.5,37.3,9.93
E001899,RG0159,2021,413399,635462,84.07,6.73,91.9,0.51,38.4,12.49
E001900,RG0159,2022,436509,675396,100.16,7.31,92.3,0.54,38.7,13.7
E001901,RG0159,2023,465175,720465,100.11,6.31,92.4,0.56,38.7,15.87
E001902,RG0159,2024,512589,782339,103.0,7.29,92.8,0.58,38.2,14.13
E001903,RG0159,2025,532055,843165,106.34,7.22,92.6,0.6,39.6,14.73
E001904,RG0159,2026,563299,903153,106.05,7.81,93.4,0.62,40.1,13.58
E001905,RG0159,2027,615485,956635,110.65,8.27,93.0,0.61,38.9,13.38
E001906,RG0159,2028,636509,1006902,112.09,7.37,92.9,0.65,39.5,15.21
E001907,RG0159,2029,691485,1111449,114.54,7.81,93.5,0.67,40.2,14.67
E001908,RG0159,2030,744040,1201853,118.55,8.96,93.1,0.67,40.4,13.23
E001909,RG0160,2019,369361,541030,73.18,6.07,91.9,0.48,36.6,12.06
E001910,RG0160,2020,397138,595281,70.56,6.44,91.9,0.51,37.5,10.96
E001911,RG0160,2021,418946,626672,84.24,6.54,91.8,0.52,37.4,12.88
E001912,RG0160,2022,447951,684905,98.87,6.71,92.7,0.52,38.2,14.73
E001913,RG0160,2023,465999,742308,102.92,6.9,92.0,0.54,39.8,14.92
E001914,RG0160,2024,507427,803896,100.86,7.61,92.8,0.57,39.6,13.25
E001915,RG0160,2025,546248,843988,106.01,7.06,93.1,0.58,38.6,15.02
E001916,RG0160,2026,571570,895615,110.33,7.68,92.5,0.61,39.2,14.37
E001917,RG0160,2027,608698,944310,109.51,8.43,93.5,0.62,38.8,12.99
E001918,RG0160,2028,644092,1019892,111.17,7.4,93.0,0.64,39.6,15.02
E001919,RG0160,2029,678591,1118410,112.83,8.75,92.9,0.65,41.2,12.89
E001920,RG0160,2030,749390,1190160,118.31,8.49,93.0,0.68,39.7,13.94
E001921,RG0161,2019,366184,547193,76.71,5.97,91.7,0.48,37.4,12.85
E001922,RG0161,2020,394446,593710,68.92,5.8,92.1,0.51,37.6,11.88
E001923,RG0161,2021,424809,635992,88.55,6.8,91.9,0.51,37.4,13.02
E001924,RG0161,2022,442250,664799,99.0,6.2,92.4,0.54,37.6,15.97
E001925,RG0161,2023,473068,723114,102.82,7.67,91.9,0.54,38.2,13.41
E001926,RG0161,2024,509022,818120,104.03,7.71,92.9,0.57,40.2,13.49
E001927,RG0161,2025,552021,833690,104.15,7.35,92.8,0.59,37.8,14.17
E001928,RG0161,2026,592700,938113,109.28,7.46,92.4,0.6,39.6,14.65
E001929,RG0161,2027,622180,974647,109.6,7.84,92.9,0.62,39.2,13.98
E001930,RG0161,2028,670184,1090237,114.19,7.61,93.2,0.64,40.7,15.01
E001931,RG0161,2029,723374,1136919,112.38,7.73,92.6,0.65,39.3,14.54
E001932,RG0161,2030,747685,1247092,117.91,9.08,93.4,0.68,41.7,12.99
E001933,RG0162,2019,349555,538988,71.5,6.02,91.8,0.46,38.5,11.88
E001934,RG0162,2020,382078,566917,68.94,6.95,91.9,0.47,37.1,9.92
E001935,RG0162,2021,408684,610398,87.63,6.88,92.1,0.49,37.3,12.74
E001936,RG0162,2022,426462,641270,95.81,6.76,92.3,0.53,37.6,14.17
E001937,RG0162,2023,446944,720577,100.61,7.1,92.0,0.54,40.3,14.17
E001938,RG0162,2024,487778,752143,101.89,7.41,92.9,0.57,38.5,13.75
E001939,RG0162,2025,522647,819719,107.62,8.08,92.6,0.59,39.2,13.32
E001940,RG0162,2026,560619,875160,108.17,8.06,92.5,0.59,39.0,13.42
E001941,RG0162,2027,596092,922658,112.73,8.17,93.0,0.6,38.7,13.8
E001942,RG0162,2028,632021,974085,110.63,8.17,92.4,0.64,38.5,13.54
E001943,RG0162,2029,655413,1070484,113.82,7.67,93.1,0.64,40.8,14.84
E001944,RG0162,2030,709743,1119579,114.34,7.81,93.1,0.65,39.4,14.64
E001945,RG0163,2019,350593,535220,74.24,6.5,91.8,0.46,38.2,11.42
E001946,RG0163,2020,382937,573775,70.67,6.97,92.2,0.5,37.5,10.14
E001947,RG0163,2021,400833,606362,82.71,6.93,92.3,0.49,37.8,11.94
E001948,RG0163,2022,432095,643603,95.66,7.22,92.3,0.53,37.2,13.25
E001949,RG0163,2023,446785,706199,99.68,7.58,92.6,0.55,39.5,13.15
E001950,RG0163,2024,480974,737946,105.56,6.85,92.4,0.56,38.4,15.41
E001951,RG0163,2025,520184,826626,107.76,7.23,92.8,0.57,39.7,14.9
E001952,RG0163,2026,552762,888061,106.34,7.07,93.1,0.61,40.2,15.04
E001953,RG0163,2027,594868,898900,109.9,7.8,92.8,0.62,37.8,14.09
E001954,RG0163,2028,621060,1001972,109.43,7.99,92.4,0.63,40.3,13.7
E001955,RG0163,2029,678155,1037058,111.53,8.77,93.0,0.65,38.2,12.72
E001956,RG0163,2030,701789,1130456,118.45,8.17,93.1,0.65,40.3,14.5
E001957,RG0164,2019,348962,525972,70.21,5.67,91.7,0.45,37.7,12.38
E001958,RG0164,2020,375292,553838,71.45,7.06,91.5,0.47,36.9,10.12
E001959,RG0164,2021,399998,620426,82.66,6.4,92.2,0.49,38.8,12.92
E001960,RG0164,2022,415025,644534,98.0,7.49,92.5,0.52,38.8,13.08
E001961,RG0164,2023,449867,679583,103.13,7.37,92.0,0.54,37.8,13.99
E001962,RG0164,2024,477048,746202,105.54,6.99,92.5,0.54,39.1,15.1
E001963,RG0164,2025,500697,800181,104.67,6.83,92.1,0.56,40.0,15.33
E001964,RG0164,2026,534039,877625,106.84,8.06,92.6,0.58,41.1,13.26
E001965,RG0164,2027,582920,940873,109.25,8.12,93.2,0.62,40.4,13.45
E001966,RG0164,2028,609951,976918,110.82,7.71,92.4,0.64,40.0,14.37
E001967,RG0164,2029,649706,1079506,116.39,8.27,92.5,0.64,41.5,14.07
E001968,RG0164,2030,689202,1097669,114.76,8.97,93.3,0.67,39.8,12.79
E001969,RG0165,2019,343046,521223,74.37,6.26,92.0,0.47,38.0,11.88
E001970,RG0165,2020,375418,553382,70.46,6.44,92.2,0.5,36.9,10.94
E001971,RG0165,2021,397034,598532,83.9,6.37,91.5,0.49,37.7,13.17
E001972,RG0165,2022,420977,649019,99.74,7.42,91.8,0.51,38.5,13.44
E001973,RG0165,2023,443517,678379,99.99,6.51,92.6,0.53,38.2,15.36
E001974,RG0165,2024,474283,721394,102.65,7.54,92.0,0.56,38.0,13.61
E001975,RG0165,2025,514261,786466,102.26,7.26,92.3,0.57,38.2,14.09
E001976,RG0165,2026,543353,867365,106.17,8.04,92.7,0.6,39.9,13.21
E001977,RG0165,2027,576020,917737,110.5,7.51,92.4,0.61,39.8,14.71
E001978,RG0165,2028,615595,1002426,111.98,7.95,92.9,0.64,40.7,14.09
E001979,RG0165,2029,658187,1029611,111.86,8.25,93.5,0.63,39.1,13.56
E001980,RG0165,2030,692524,1109453,116.53,7.83,93.3,0.67,40.1,14.88
E001981,RG0166,2019,346007,537932,73.99,6.63,91.3,0.48,38.9,11.16
E001982,RG0166,2020,377764,564018,68.92,6.36,92.0,0.5,37.3,10.84
E001983,RG0166,2021,403360,620333,84.32,6.36,92.2,0.49,38.4,13.26
E001984,RG0166,2022,425173,636918,98.74,6.9,92.6,0.51,37.5,14.31
E001985,RG0166,2023,443502,705597,100.43,6.85,92.1,0.53,39.8,14.66
E001986,RG0166,2024,477177,739963,103.17,6.93,92.0,0.56,38.8,14.89
E001987,RG0166,2025,501598,782939,104.78,7.13,92.1,0.56,39.0,14.7
E001988,RG0166,2026,548023,876229,105.8,7.08,92.4,0.58,40.0,14.94
E001989,RG0166,2027,567625,895884,109.98,8.16,93.1,0.6,39.5,13.48
E001990,RG0166,2028,611438,963300,114.53,8.19,93.1,0.63,39.4,13.98
E001991,RG0166,2029,649808,1061071,112.07,8.67,93.2,0.65,40.8,12.93
E001992,RG0166,2030,711675,1115189,116.01,9.08,93.4,0.65,39.2,12.78
E001993,RG0167,2019,423421,631259,74.32,6.07,93.2,0.54,37.3,12.24
E001994,RG0167,2020,458308,713360,71.71,5.9,92.6,0.54,38.9,12.15
E001995,RG0167,2021,496240,741871,88.81,7.19,93.0,0.58,37.4,12.35
E001996,RG0167,2022,522572,821104,101.8,7.14,92.7,0.58,39.3,14.26
E001997,RG0167,2023,564594,885695,104.04,7.41,93.7,0.61,39.2,14.04
E001998,RG0167,2024,604837,922148,103.54,7.32,93.8,0.62,38.1,14.14
E001999,RG0167,2025,657508,1050767,107.0,7.1,93.9,0.65,40.0,15.07
E002000,RG0167,2026,696353,1118180,106.81,8.24,93.4,0.65,40.1,12.96
E002001,RG0167,2027,747360,1206942,111.26,7.66,94.0,0.67,40.4,14.52
E002002,RG0167,2028,797629,1272875,111.56,7.83,93.5,0.69,39.9,14.25
E002003,RG0167,2029,866751,1394622,116.41,7.74,93.9,0.7,40.2,15.04
E002004,RG0167,2030,923145,1489899,117.56,9.08,94.3,0.74,40.3,12.95
E002005,RG0168,2019,423110,632673,74.87,6.17,92.3,0.53,37.4,12.13
E002006,RG0168,2020,451421,669878,68.71,7.05,92.9,0.54,37.1,9.75
E002007,RG0168,2021,471355,705014,85.71,6.33,92.7,0.56,37.4,13.54
E002008,RG0168,2022,498285,769871,97.78,7.02,93.1,0.57,38.6,13.93
E002009,RG0168,2023,549960,861720,99.5,6.77,93.7,0.61,39.2,14.7
E002010,RG0168,2024,580649,920650,100.47,6.6,93.8,0.61,39.6,15.22
E002011,RG0168,2025,625993,953240,107.11,7.4,93.5,0.63,38.1,14.47
E002012,RG0168,2026,653820,1010117,107.47,8.13,93.6,0.67,38.6,13.22
E002013,RG0168,2027,702886,1148021,111.02,8.21,93.3,0.66,40.8,13.52
E002014,RG0168,2028,745497,1186638,113.11,8.51,93.4,0.7,39.8,13.29
E002015,RG0168,2029,787010,1279883,114.81,8.28,94.4,0.72,40.7,13.87
E002016,RG0168,2030,853738,1376250,117.2,8.98,93.9,0.73,40.3,13.05
E002017,RG0169,2019,419390,619216,71.04,6.08,93.1,0.52,36.9,11.68
E002018,RG0169,2020,447462,668526,68.39,6.16,92.5,0.54,37.4,11.1
E002019,RG0169,2021,468358,707692,86.97,6.26,93.4,0.57,37.8,13.89
E002020,RG0169,2022,498480,788601,98.89,6.81,93.4,0.59,39.6,14.52
E002021,RG0169,2023,531385,859818,99.0,6.78,93.5,0.61,40.5,14.6
E002022,RG0169,2024,570307,879843,102.79,7.1,93.2,0.61,38.6,14.48
E002023,RG0169,2025,621938,939184,103.89,7.23,93.6,0.65,37.8,14.37
E002024,RG0169,2026,659162,1017298,108.24,8.17,93.6,0.64,38.6,13.25
E002025,RG0169,2027,694192,1107110,111.12,7.67,93.6,0.68,39.9,14.49
E002026,RG0169,2028,747290,1209474,113.28,8.19,94.1,0.69,40.5,13.83
E002027,RG0169,2029,797693,1323661,115.39,8.45,93.8,0.7,41.5,13.66
E002028,RG0169,2030,851441,1408222,114.97,8.04,94.3,0.74,41.3,14.3
E002029,RG0170,2019,409723,628791,75.69,6.64,92.6,0.53,38.4,11.4
E002030,RG0170,2020,446546,664563,68.08,5.79,93.0,0.54,37.2,11.76
E002031,RG0170,2021,477501,719360,85.5,6.73,93.2,0.55,37.7,12.7
E002032,RG0170,2022,506631,795327,97.96,6.97,92.9,0.59,39.2,14.05
E002033,RG0170,2023,546667,854292,101.03,6.35,93.7,0.6,39.1,15.91
E002034,RG0170,2024,572477,903273,101.01,6.63,93.9,0.62,39.4,15.24
E002035,RG0170,2025,625022,975081,102.29,8.03,93.2,0.63,39.0,12.74
E002036,RG0170,2026,666807,1021912,108.23,7.11,93.4,0.64,38.3,15.22
E002037,RG0170,2027,688395,1128187,107.24,7.25,93.3,0.68,41.0,14.79
E002038,RG0170,2028,760496,1215890,114.76,8.46,94.0,0.68,40.0,13.57
E002039,RG0170,2029,786702,1304268,114.88,8.08,93.8,0.71,41.4,14.22
E002040,RG0170,2030,858920,1399884,116.32,8.09,94.4,0.73,40.7,14.38
E002041,RG0171,2019,411657,617516,74.26,6.42,93.0,0.54,37.5,11.57
E002042,RG0171,2020,443341,685927,69.29,5.93,92.6,0.54,38.7,11.68
E002043,RG0171,2021,467072,704114,82.97,7.23,93.3,0.57,37.7,11.48
E002044,RG0171,2022,514840,797593,98.71,7.28,93.5,0.57,38.7,13.56
E002045,RG0171,2023,540946,845382,102.02,7.63,92.9,0.61,39.1,13.37
E002046,RG0171,2024,583886,925293,103.91,7.55,93.5,0.62,39.6,13.76
E002047,RG0171,2025,603634,950454,103.74,7.59,93.3,0.63,39.4,13.67
E002048,RG0171,2026,649334,1023985,107.65,8.08,93.6,0.64,39.4,13.32
E002049,RG0171,2027,705515,1124175,107.8,7.54,93.7,0.68,39.8,14.3
E002050,RG0171,2028,755318,1172522,113.92,8.6,93.4,0.69,38.8,13.25
E002051,RG0171,2029,782496,1261878,112.96,8.4,93.7,0.72,40.3,13.45
E002052,RG0171,2030,854405,1368328,113.69,7.99,93.7,0.71,40.0,14.23
E002053,RG0172,2019,413695,625210,74.65,6.55,93.1,0.52,37.8,11.4
E002054,RG0172,2020,440937,689732,70.45,6.85,93.2,0.55,39.1,10.28
E002055,RG0172,2021,464545,729934,86.19,6.66,92.8,0.56,39.3,12.94
E002056,RG0172,2022,502559,787631,100.61,7.21,92.9,0.57,39.2,13.95
E002057,RG0172,2023,536368,818192,99.35,6.68,92.8,0.59,38.1,14.87
E002058,RG0172,2024,575423,899172,101.46,6.76,93.2,0.62,39.1,15.01
E002059,RG0172,2025,607799,946383,107.72,7.4,93.3,0.63,38.9,14.56
E002060,RG0172,2026,659269,1035898,107.58,7.89,93.9,0.66,39.3,13.63
E002061,RG0172,2027,712236,1134230,110.71,7.25,94.0,0.66,39.8,15.27
E002062,RG0172,2028,754966,1200216,109.5,7.87,94.1,0.69,39.7,13.91
E002063,RG0172,2029,796711,1279602,115.9,7.84,93.9,0.72,40.2,14.78
E002064,RG0172,2030,865906,1394584,116.48,8.32,94.1,0.73,40.3,14.0
E002065,RG0173,2019,412621,643715,74.41,5.96,92.7,0.52,39.0,12.48
E002066,RG0173,2020,440768,664781,70.61,5.93,92.8,0.56,37.7,11.91
E002067,RG0173,2021,483104,718584,83.21,6.95,93.1,0.58,37.2,11.97
E002068,RG0173,2022,500211,772108,98.1,7.26,93.2,0.57,38.6,13.51
E002069,RG0173,2023,529845,835766,98.51,6.67,93.6,0.6,39.4,14.77
E002070,RG0173,2024,565448,905521,102.78,6.89,93.1,0.61,40.0,14.92
E002071,RG0173,2025,609340,947517,104.23,7.01,93.8,0.65,38.9,14.87
E002072,RG0173,2026,657545,1015318,105.94,8.23,93.9,0.65,38.6,12.87
E002073,RG0173,2027,709053,1095186,112.25,8.35,94.2,0.66,38.6,13.44
E002074,RG0173,2028,752296,1176055,109.45,7.34,93.5,0.69,39.1,14.91
E002075,RG0173,2029,786571,1252196,113.97,8.03,94.2,0.72,39.8,14.19
E002076,RG0173,2030,868360,1357276,116.23,8.78,94.0,0.72,39.1,13.24
E002077,RG0174,2019,412697,628365,74.14,6.22,92.4,0.52,38.1,11.92
E002078,RG0174,2020,436162,670789,66.31,6.9,92.9,0.54,38.4,9.61
E002079,RG0174,2021,469161,745942,85.29,6.03,93.2,0.58,39.7,14.14
E002080,RG0174,2022,500505,762444,96.89,6.2,92.7,0.59,38.1,15.63
E002081,RG0174,2023,532188,859089,103.03,6.75,93.5,0.61,40.4,15.26
E002082,RG0174,2024,576620,890784,102.76,6.92,93.2,0.62,38.6,14.85
E002083,RG0174,2025,615739,951452,103.46,7.64,93.1,0.64,38.6,13.54
E002084,RG0174,2026,661799,1064893,109.69,7.55,93.3,0.67,40.2,14.53
E002085,RG0174,2027,701948,1135111,111.56,7.86,93.8,0.67,40.4,14.19
E002086,RG0174,2028,758513,1216214,110.38,8.39,94.0,0.69,40.1,13.16
E002087,RG0174,2029,808680,1262813,116.47,8.82,94.3,0.7,39.0,13.21
E002088,RG0174,2030,849598,1386205,116.21,9.1,93.9,0.74,40.8,12.77
E002089,RG0175,2019,423020,612419,74.59,5.97,92.5,0.52,36.2,12.49
E002090,RG0175,2020,437279,686787,67.43,6.75,92.8,0.55,39.3,9.99
E002091,RG0175,2021,476749,744687,84.2,6.97,92.9,0.57,39.1,12.08
E002092,RG0175,2022,498927,765753,98.48,7.26,93.0,0.57,38.4,13.56
E002093,RG0175,2023,529107,841419,101.8,6.86,93.3,0.61,39.8,14.84
E002094,RG0175,2024,566687,876323,101.68,7.58,93.0,0.62,38.7,13.41
E002095,RG0175,2025,617716,984575,107.2,7.76,93.4,0.63,39.8,13.81
E002096,RG0175,2026,668025,1043569,109.48,7.51,93.2,0.66,39.1,14.58
E002097,RG0175,2027,702752,1144450,109.86,8.21,93.5,0.66,40.7,13.38
E002098,RG0175,2028,733069,1189286,113.47,8.04,94.1,0.7,40.6,14.11
E002099,RG0175,2029,799715,1247978,112.83,8.84,94.3,0.7,39.0,12.76
E002100,RG0175,2030,855846,1420644,113.69,8.97,94.0,0.74,41.5,12.67
E002101,RG0176,2019,458785,695803,74.4,5.55,93.3,0.58,37.9,13.41
E002102,RG0176,2020,484980,736430,71.18,6.13,93.9,0.59,38.0,11.61
E002103,RG0176,2021,538769,823666,86.31,5.96,93.9,0.6,38.2,14.48
E002104,RG0176,2022,568888,860401,101.34,6.81,93.5,0.62,37.8,14.88
E002105,RG0176,2023,620365,928998,99.8,6.53,94.2,0.64,37.4,15.28
E002106,RG0176,2024,648681,1022987,105.58,7.44,94.1,0.65,39.4,14.19
E002107,RG0176,2025,698458,1105936,105.0,7.74,94.4,0.69,39.6,13.57
E002108,RG0176,2026,748226,1199100,110.04,7.31,94.4,0.7,40.1,15.05
E002109,RG0176,2027,793369,1297674,112.71,7.22,94.6,0.72,40.9,15.61
E002110,RG0176,2028,878588,1370062,112.03,8.09,94.0,0.73,39.0,13.85
E002111,RG0176,2029,942753,1551332,115.58,8.81,94.9,0.73,41.1,13.12
E002112,RG0176,2030,1004887,1687600,118.47,8.99,94.4,0.77,42.0,13.18
E002113,RG0177,2019,468958,714166,75.76,6.63,93.1,0.57,38.1,11.43
E002114,RG0177,2020,489791,763545,70.78,5.94,93.2,0.58,39.0,11.92
E002115,RG0177,2021,523918,798454,83.57,6.97,93.9,0.6,38.1,11.99
E002116,RG0177,2022,578523,897361,101.86,6.97,94.1,0.6,38.8,14.61
E002117,RG0177,2023,603593,937554,101.41,6.3,93.7,0.62,38.8,16.1
E002118,RG0177,2024,652042,1024815,104.19,6.88,94.3,0.65,39.3,15.14
E002119,RG0177,2025,713494,1106431,107.09,7.88,94.1,0.67,38.8,13.59
E002120,RG0177,2026,754228,1211503,109.86,7.66,94.2,0.69,40.2,14.34
E002121,RG0177,2027,797279,1306683,111.62,7.47,94.5,0.72,41.0,14.94
E002122,RG0177,2028,849242,1388839,114.78,8.09,94.2,0.74,40.9,14.19
E002123,RG0177,2029,921335,1484053,114.26,7.56,94.5,0.75,40.3,15.11
E002124,RG0177,2030,980020,1602331,118.06,8.85,94.8,0.76,40.9,13.34
E002125,RG0178,2019,445693,670339,75.53,6.5,93.4,0.55,37.6,11.62
E002126,RG0178,2020,487234,747245,71.18,6.29,93.3,0.59,38.3,11.32
E002127,RG0178,2021,520280,768740,83.84,7.11,94.0,0.61,36.9,11.79
E002128,RG0178,2022,542579,835646,99.5,7.49,93.9,0.6,38.5,13.28
E002129,RG0178,2023,597263,911983,103.57,7.17,93.3,0.64,38.2,14.44
E002130,RG0178,2024,622879,996751,105.33,7.46,93.5,0.65,40.0,14.12
E002131,RG0178,2025,666697,1026196,103.03,6.7,94.2,0.66,38.5,15.38
E002132,RG0178,2026,701234,1122710,107.79,6.94,94.1,0.7,40.0,15.53
E002133,RG0178,2027,773286,1189490,112.18,7.22,94.5,0.72,38.5,15.54
E002134,RG0178,2028,821995,1342087,113.76,7.32,94.1,0.71,40.8,15.54
E002135,RG0178,2029,863215,1434533,113.32,8.69,94.6,0.74,41.5,13.04
E002136,RG0178,2030,919658,1514336,117.06,7.87,94.7,0.77,41.2,14.87
E002137,RG0179,2019,458390,660753,71.45,5.95,93.6,0.57,36.0,12.01
E002138,RG0179,2020,476044,717485,67.41,5.83,93.5,0.59,37.7,11.56
E002139,RG0179,2021,514300,778728,84.55,7.23,93.0,0.6,37.9,11.69
E002140,RG0179,2022,553425,851608,98.5,7.23,93.5,0.62,38.5,13.62
E002141,RG0179,2023,584035,900307,102.74,6.47,93.3,0.64,38.5,15.88
E002142,RG0179,2024,619889,984022,103.87,7.66,93.5,0.65,39.7,13.56
E002143,RG0179,2025,673274,1081352,105.18,6.98,93.5,0.66,40.2,15.07
E002144,RG0179,2026,701471,1118794,108.4,8.1,94.2,0.68,39.9,13.38
E002145,RG0179,2027,772534,1198863,109.72,7.48,94.0,0.71,38.8,14.67
E002146,RG0179,2028,808101,1319152,109.58,8.31,94.3,0.71,40.8,13.19
E002147,RG0179,2029,881065,1381152,114.07,7.92,94.5,0.74,39.2,14.4
E002148,RG0179,2030,911303,1515708,117.25,7.88,94.7,0.76,41.6,14.88
E002149,RG0180,2019,443174,680216,75.69,5.96,93.5,0.57,38.4,12.7
E002150,RG0180,2020,489275,743515,68.29,6.21,93.2,0.58,38.0,11.0
E002151,RG0180,2021,506778,781877,86.18,6.6,94.0,0.59,38.6,13.06
E002152,RG0180,2022,553286,828439,100.16,6.89,93.6,0.62,37.4,14.54
E002153,RG0180,2023,581558,885968,102.6,6.78,93.4,0.63,38.1,15.13
E002154,RG0180,2024,625160,954810,104.46,6.81,93.5,0.65,38.2,15.34
E002155,RG0180,2025,678823,1056077,107.18,6.74,94.4,0.66,38.9,15.9
E002156,RG0180,2026,706028,1117409,110.48,7.32,93.7,0.69,39.6,15.09
E002157,RG0180,2027,762519,1252449,112.36,8.34,94.5,0.71,41.1,13.47
E002158,RG0180,2028,826680,1347269,114.45,7.88,94.4,0.72,40.7,14.52
E002159,RG0180,2029,865036,1434541,115.84,8.08,94.9,0.74,41.5,14.34
E002160,RG0180,2030,932473,1515115,115.63,8.19,94.4,0.77,40.6,14.12
E002161,RG0181,2019,455130,678681,73.22,6.17,93.7,0.58,37.3,11.87
E002162,RG0181,2020,488163,742679,71.79,5.74,93.8,0.57,38.0,12.51
E002163,RG0181,2021,513199,770732,87.29,6.74,93.4,0.61,37.5,12.95
E002164,RG0181,2022,542628,832511,95.4,6.52,93.3,0.63,38.4,14.63
E002165,RG0181,2023,578297,905049,101.37,7.26,94.1,0.64,39.1,13.96
E002166,RG0181,2024,636826,974683,101.41,7.46,94.0,0.65,38.3,13.59
E002167,RG0181,2025,667024,1033204,106.55,7.98,93.7,0.67,38.7,13.35
E002168,RG0181,2026,715175,1118075,107.12,8.12,94.5,0.68,39.1,13.19
E002169,RG0181,2027,766706,1220545,110.04,8.47,94.4,0.7,39.8,12.99
E002170,RG0181,2028,825581,1301594,110.48,7.6,94.2,0.73,39.4,14.54
E002171,RG0181,2029,871360,1426594,116.09,8.22,94.7,0.74,40.9,14.12
E002172,RG0181,2030,921508,1532115,114.68,7.89,94.4,0.76,41.6,14.53
E002173,RG0182,2019,447276,684461,70.76,6.05,93.5,0.57,38.3,11.7
E002174,RG0182,2020,481523,711902,68.35,5.78,93.5,0.59,37.0,11.83
E002175,RG0182,2021,519102,776518,83.43,6.14,94.0,0.58,37.4,13.59
E002176,RG0182,2022,556627,833887,95.92,6.21,93.6,0.61,37.5,15.45
E002177,RG0182,2023,575332,912671,98.38,7.3,93.8,0.64,39.7,13.48
E002178,RG0182,2024,619587,984729,103.8,7.61,93.7,0.65,39.7,13.64
E002179,RG0182,2025,659793,1028532,107.34,7.34,94.4,0.68,39.0,14.62
E002180,RG0182,2026,715398,1118807,109.84,7.51,94.0,0.69,39.1,14.63
E002181,RG0182,2027,771461,1243429,109.83,8.01,94.7,0.71,40.3,13.71
E002182,RG0182,2028,811897,1337212,110.55,7.91,94.4,0.73,41.2,13.98
E002183,RG0182,2029,868939,1385911,111.48,7.85,94.2,0.73,39.9,14.2
E002184,RG0182,2030,919772,1538117,115.77,9.07,94.7,0.76,41.8,12.76
E002185,RG0183,2019,446518,674339,74.67,6.16,93.5,0.57,37.8,12.12
E002186,RG0183,2020,481589,752958,70.34,7.05,93.2,0.59,39.1,9.98
E002187,RG0183,2021,523161,782828,87.73,7.0,93.4,0.59,37.4,12.53
E002188,RG0183,2022,558643,862519,98.23,7.43,93.4,0.61,38.6,13.22
E002189,RG0183,2023,578700,904808,99.53,7.57,93.5,0.63,39.1,13.15
E002190,RG0183,2024,622873,952555,105.4,7.21,93.5,0.64,38.2,14.62
E002191,RG0183,2025,676002,1084389,106.11,6.95,94.1,0.68,40.1,15.27
E002192,RG0183,2026,702189,1101463,107.72,7.14,94.3,0.68,39.2,15.09
E002193,RG0183,2027,747435,1191351,108.7,7.6,94.3,0.72,39.8,14.3
E002194,RG0183,2028,806479,1277975,110.3,7.65,94.3,0.72,39.6,14.42
E002195,RG0183,2029,858790,1431524,113.96,7.94,94.1,0.75,41.7,14.35
E002196,RG0183,2030,915915,1504388,116.63,8.23,94.9,0.76,41.1,14.17
E002197,RG0184,2019,457113,699021,71.56,6.87,92.8,0.55,38.2,10.42
E002198,RG0184,2020,476370,747482,67.3,5.85,93.7,0.59,39.2,11.5
E002199,RG0184,2021,520665,771417,86.07,6.57,93.6,0.6,37.0,13.1
E002200,RG0184,2022,546166,859612,96.03,6.32,94.0,0.61,39.3,15.19
E002201,RG0184,2023,588029,921491,100.94,6.57,93.4,0.62,39.2,15.36
E002202,RG0184,2024,626976,978364,102.01,7.56,94.3,0.66,39.0,13.49
E002203,RG0184,2025,658917,1040257,107.24,6.96,93.8,0.68,39.5,15.41
E002204,RG0184,2026,712189,1149959,108.58,7.65,94.4,0.69,40.4,14.19
E002205,RG0184,2027,757821,1231043,108.45,7.6,94.5,0.71,40.6,14.27
E002206,RG0184,2028,828287,1290884,113.45,8.63,94.4,0.71,39.0,13.15
E002207,RG0184,2029,867983,1442768,113.38,7.87,95.0,0.74,41.6,14.41
E002208,RG0184,2030,935496,1536444,114.68,7.84,94.5,0.77,41.1,14.63
E002209,RG0185,2019,463323,690330,74.05,6.29,93.0,0.56,37.2,11.77
E002210,RG0185,2020,512473,787563,70.72,6.34,93.2,0.59,38.4,11.15
E002211,RG0185,2021,533173,850240,85.14,6.04,93.2,0.61,39.9,14.1
E002212,RG0185,2022,573464,877417,101.71,6.86,93.6,0.62,38.3,14.83
E002213,RG0185,2023,623959,977571,100.42,6.86,93.7,0.66,39.2,14.64
E002214,RG0185,2024,658798,1055268,102.5,6.69,94.1,0.66,40.0,15.32
E002215,RG0185,2025,719386,1146378,107.54,7.3,94.5,0.68,39.8,14.73
E002216,RG0185,2026,757732,1206910,106.62,7.28,93.8,0.7,39.8,14.65
E002217,RG0185,2027,814670,1358887,112.25,8.45,94.4,0.73,41.7,13.28
E002218,RG0185,2028,865504,1409727,112.08,8.57,94.9,0.72,40.7,13.08
E002219,RG0185,2029,934270,1536640,115.51,7.76,95.0,0.76,41.1,14.89
E002220,RG0185,2030,1028471,1668920,115.32,8.03,95.1,0.76,40.6,14.36
